skilful	O
physician	O
,	O
under	O
the	O
direction	O
of	O
the	O
sheriff	O
of	O
Arkansas	O
county	O
,	O
on	O
the	O
15th	O
February	O
,	O
1820	O
,	O
between	O
ten	O
o	O
clock	O
,	O
A	O
.	O
M	O
.	O
,	O
and	O
three	O
o	O
clock	O
,	O
p	O
.	O
M	O
.	O
,	O
of	O
that	O
day	O
.	O
1	O
A	O
motion	LEGAL_ACTION
was	O
made	O
by	O
the	O
prisoner	O
for	O
a	O
writ	O
of	O
error	O
,	O
coram	O
nobis	O
,	O
but	O
the	O
motion	LEGAL_ACTION
was	O
overruled	LEGAL_ACTION
.	O
1	O
This	O
sentence	O
was	O
not	LEGAL_ACTION
executed	O
,	O
the	O
prisoner	O
having	O
been	O
pardoned	O
by	O
James	PERSON
Miller	PERSON
,	O
the	O
governor	O
of	O
Arkansas	O
Territory	O
.	O
1	O
The	O
old	O
notion	O
that	O
if	O
the	O
woman	O
conceived	O
,	O
it'could	O
not	LEGAL_ACTION
be	O
a	O
rape	O
,	O
because	O
she	O
must	O
in	O
such	O
case	O
have	O
consented	O
,	O
is	O
quite	O
exploded	O
.	O
1	O
Hale	PERSON
,	O
631	PERSON
;	O
1	O
Hawkins	PERSON
,	O
eh	O
.	O
41	O
,	O
sec	O
.	O
8	O
;	O
1	O
East	O
,	O
P	O
.	O
C	O
.	O
cli	O
.	O
10	O
,	O
sec	O
.	O
7	O
,	O
p	O
.	O
445	O
;	O
1	O
Russ	O
,	O
on	O
Crimes	O
,	O
677	O
.	O
Impregnation	O
,	O
it	O
is	O
well	O
known	O
,	O
does	O
not	LEGAL_ACTION
depend	O
on	O
the	O
consciousness	O
or	O
volition	O
of	O
the	O
female	O
.	O
If	O
the	O
uterine	O
organs	O
be	O
in	O
a	O
condition	O
favorable	O
to	O
impregnation	O
,	O
this	O
may	O
take	O
place	O
as	O
readily	O
as	O
if	O
the	O
intercourse	O
was	O
voluntary	O
.	O
Taylor	PERSON
s	O
Med	O
.	O
Jurisprudence	O
.	O
2	O
Before	O
the	O
jury	LEGAL_POSITION
was	O
made	O
up	O
,	O
three	O
persons	O
who	O
had	O
been	O
sworn	O
as	O
jurors	O
,	O
namely	O
,	O
Wm	O
.	O
A	O
.	O
Luclrie	PERSON
,	O
John	PERSON
O	O
Regan	O
,	O
and	O
Thomas	PERSON
Stephens	PERSON
,	O
were	O
discharged	O
on	O
the	O
motion	LEGAL_ACTION
of	O
the	O
prosecuting	O
attorney	O
,	O
on	O
the	O
ground	O
that	O
they	O
had	O
not	LEGAL_ACTION
resided	O
twelve	O
months	O
in	O
the	O
territory	O
,	O
Geyer	O
s	O
Digest	O
,	O
34	O
,	O
and	O
others	O
were	O
ordered	O
to	O
be	O
sworn	O
in	O
their	O
places	O
,	O
and	O
to	O
this	O
proceeding	O
,	O
the	O
counsel	O
of	O
the	O
accused	LEGAL_POSITION
objected	O
.	O

THE	O
COURT	O
overruled	LEGAL_ACTION
the	O
motion	LEGAL_ACTION
,	O
and	O
said	O
that	O
some	O
of	O
the	O
reasons	O
urged	O
in	O
arrest	O
of	O
judgment	LEGAL_ACTION
were	O
not	O
sustained	O
by	O
the	O
record	O
;	O
that	O
others	O
were	O
not	O
proper	O
grounds	O
in	O
arrest	O
of	O
judgment	LEGAL_ACTION
,	O
and	O
that	O
some	O
had	O
not	O
been	O
presented	O
at	O
the	O
proper	O
time	O
nor	O
in	O
a	O
proper	O
manner	O
,	O
if	O
good	O
at	O
all	O
.	O
The	O
prisoner	O
being	O
asked	O
if	O
he	O
had	O
any	O
objection	LEGAL_ACTION
why	O
sentence	O
should	O
not	O
be	O
pronounced	O
against	O
him	O
on	O
the	O
verdict	LEGAL_ACTION
of	O
the	O
jury	LEGAL_POSITION
,	O
said	O
that	O
he	O
objected	O
to	O
any	O
sentence	O
,	O
because	O
he	O
was	O
advised	O
that	O
the	O
indictment	LEGAL_ACTION
did	O
not	O
properly	O
charge	LEGAL_ACTION
the	O
commission	O
of	O
a	O
felony	OFFENSE_TYPE
.	O
THE	O
COURT	O
disregarded	O
his	O
objection	LEGAL_ACTION
,	O
and	O
sentenced	O
him	O
to	O
be	O
castrated	O
according	O
to	O
the	O
law	O
in	O
that	O
behalf	O
provided	O
,	O
by	O
a	O
skillful	O
physician	O
,	O
under	O
the	O
direction	O
of	O
the	O
sheriff	O
of	O
Arkansas	O
county	O
,	O
on	O
the	O
15th	O
February	O
,	O
1820	O
,	O
between	O
10	O
o'clock	O
a	O
.	O
m	O
.	O
,	O
and	O
3	O
o	O
clock	O
p	O
.	O
m	O
.	O
,	O
of	O
that	O
day	O
.	O
4	O
A	O
motion	LEGAL_ACTION
was	O
made	O
by	O
the	O
prisoner	O
for	O
a	O
writ	O
of	O
error	O
coram	O
nobis	O
,	O
but	O
the	O
motion	LEGAL_ACTION
was	O
overruled	LEGAL_ACTION
.	O
4	O
This	O
sentence	O
was	O
not	O
executed	O
,	O
the	O
prisoner	O
having	O
been	O
pardoned	O
by	O
James	PERSON
Miller	PERSON
,	O
the	O
governor	O
of	O
Arkansas	O
territory	O
.	O

Johnson	O
,	O
J	O
.	O
,	O
delivered	O
the	O
opinion	O
of	O
the	O
Court	O
.	O
Russell	PERSON
sued	O
out	O
from	O
two	O
justices	O
of	O
the	O
peace	O
,	O
a	O
warrant	O
of	O
forcible	O
entry	O
and	O
detainer	O
against	O
Wheeler	PERSON
and	O
others	O
,	O
and	O
the	O
jury	LEGAL_POSITION
having	O
found	O
a	O
verdict	LEGAL_ACTION
against	O
them	O
,	O
they	O
obtained	O
a	O
certiorari	O
and	O
brought	O
the	O
case	O
before	O
the	O
circuit	O
court	COURT_TYPE
.	O
On	O
the	O
trial	LEGAL_ACTION
in	O
the	O
circuit	O
court	COURT_TYPE
,	O
the	O
proceedings	O
of	O
the	O
justices	O
court	COURT_TYPE
were	O
set	O
aside	O
and	O
annulled	O
.	O
Many	O
objections	O
have	O
been	O
urged	O
to	O
the	O
writ	O
of	O
certiorari	O
granted	O
by	O
the	O
court	COURT_TYPE
below	O
,	O
which	O
,	O
from	O
the	O
view	O
we	O
have	O
taken	O
,	O
we	O
do	O
not	O
deem	O
it	O
material	O
to	O
decide	O
.	O
For	O
the	O
sake	O
of	O
the	O
practice	O
,	O
however	O
,	O
we	O
will	O
consider	O
the	O
first	O
.	O
It	O
is	O
contended	O
that	O
a	O
writ	O
of	O
certiorari	O
in	O
a	O
case	O
of	O
forcible	O
entry	O
and	O
detainer	O
,	O
is	O
,	O
by	O
the	O
statute	O
,	O
allowed	O
to	O
the	O
plaintiff	O
only	O
.	O
If	O
this	O
construction	O
be	O
correct	O
,	O
it	O
is	O
believed	O
that	O
it	O
would	O
present	O
a	O
novelty	O
in	O
the	O
history	O
of	O
judicial	O
proceedings	O
.	O
What	O
just	O
reason	O
can	O
exist	O
for	O
permitting	O
a	O
plaintiff	O
in	O
a	O
case	O
of	O
this	O
kind	O
to	O
apply	O
to	O
a	O
superior	O
tribunal	O
,	O
to	O
correct	O
errors	O
and	O
annul	O
proceedings	O
by	O
which	O
he	O
is	O
prejudiced	O
,	O
and	O
denying	O
the	O
same	O
right	O
to	O
a	O
defendant	O
,	O
we	O
are	O
wholly	O
at	O
a	O
loss	O
to	O
discover	O
.	O
That	O
'a	O
claim	O
may	O
be	O
set	O
up	O
by	O
a	O
plaintiff	O
which	O
is	O
neither	O
supported	O
by	O
justice	O
nor	O
law	O
,	O
as	O
well	O
as	O
that	O
a	O
defendant	O
may	O
have	O
acted	O
illegally	O
,	O
are	O
abundantly	O
manifest	O
.	O
We	O
cannot	O
suppose	O
that	O
because	O
a	O
complaint	LEGAL_ACTION
is	O
made	O
,	O
and	O
a	O
suit	O
instituted	O
,	O
that	O
it	O
therefore	O
follows	O
that	O
the	O
party	O
has	O
a	O
just	O
cause	O
of	O
action	O
.	O
Experience	O
evinces	O
that	O
many	O
claims	O
are	O
asserted	O
which	O
have	O
no	O
foundation	O
in	O
justice	O
or	O
in	O
law	O
.	O
It	O
'would	O
seem	O
,	O
therefore	O
,	O
as	O
reasonable	O
to	O
extend	O
to	O
the	O
defendant	O
the	O
same	O
means	O
for	O
the	O
correction	O
of	O
errors	O
which	O
may	O
have	O
been	O
committed	O
against	O
him	O
,	O
as	O
to	O
the	O
plaintiff	O
when	O
similarly	O
situated	O
.	O
But	O
from	O
an	O
examination	O
of	O
the	O
statute	O
,	O
it	O
is	O
clear	O
that	O
it	O
does	O
not	O
warrant	O
the	O
construction	O
contended	O
for	O
.	O
The	O
right	O
of	O
having	O
the	O
proceedings	O
reviewed	O
by	O
a	O
higher	O
tribunal	O
is	O
reciprocal	O
,	O
and	O
is	O
alike	O
demandable	O
by	O
either	O
party	O
.	O
Geyer	O
s	O
Digest	O
,	O
204	O
.	O
We	O
will	O
now	O
proceed	O
to	O
what	O
we	O
deem	O
the	O
main	O
question	O
in	O
the	O
cause	O
,	O
namely	O
Whether	O
the	O
court	COURT_TYPE
below	O
acted	O
correctly	O
in	O
setting	O
aside	O
and	O
reversing	O
the	O
judgment	LEGAL_ACTION
of	O
the	O
justices	O
.	O
The	O
first	O
error	O
in	O
the	O
proceedings	O
before	O
the	O
justices	O
court	COURT_TYPE
relied	O
on	O
by	O
the	O
counsel	O
of	O
the	O
defendants	O
in	O
error	O
is	O
,	O
that	O
the	O
summons	LEGAL_ACTION
is	O
not	O
issued	O
according	O
to	O
the	O
form	O
prescribed	O
by	O
the	O
statute	O
;	O
it	O
omits	O
one	O
half	O
of	O
the	O
plaint	O
;	O
it	O
omits	O
the	O
time	O
the	O
forcible	O
entry	O
and	O
detainer	O
was	O
alleged	O
to	O
have	O
been	O
done	O
;	O
it	O
omits	O
the	O
quantity	O
of	O
land	O
,	O
and	O
the	O
description	O
of	O
the	O
boundaries	O
as	O
given	O
in	O
the	O
plaint	O
,	O
and	O
misrecites	O
that	O
part	O
of	O
the	O
plaint	O
which	O
it	O
purports	O
to	O
recite	O
.	O
It	O
is	O
true	O
that	O
the	O
summons	LEGAL_ACTION
does	O
not	O
contain	O
a	O
literal	O
copy	O
of	O
the	O
complaint	LEGAL_ACTION
,	O
nor	O
do	O
we	O
apprehend	O
that	O
it	O
is	O
necessary	O
.	O
All	O
that	O
is	O
essential	O
is	O
,	O
that	O
the	O
summons	LEGAL_ACTION
shall	O
contain	O
the	O
substance	O
of	O
the	O
complaint	LEGAL_ACTION
,	O
and	O
so	O
describe	O
the	O
land	O
in	O
contest	O
that	O
the	O
defendant	O
may	O
be	O
apprised	O
of	O
the	O
extent	O
of	O
the	O
claim	O
set	O
up	O
against	O
him	O
,	O
and	O
thereby	O
be	O
enabled	O
on	O
the	O
trial	LEGAL_ACTION
to	O
make	O
his	O
defence	O
.	O
That	O
the	O
summons	LEGAL_ACTION
contains	O
a	O
proper	O
and	O
definite	O
description	O
of	O
the	O
land	O
,	O
so	O
as	O
fully	O
to	O
apprise	O
the	O
defendant	O
of	O
the	O
subject	O
matter	O
in	O
dispute	O
,	O
we	O
think	O
admits	O
of	O
no	O
doubt	O
.	O
The	O
complaint	LEGAL_ACTION
is	O
upon	O
a	O
forcible	O
entry	O
and	O
detainer	O
upon	O
the	O
fractional	O
quarter	O
of	O
section	O
two	O
,	O
in	O
township	O
one	O
,	O
north	O
of	O
the	O
base	O
line	O
of	O
range	O
twelve	O
,	O
west	O
of	O
the	O
fifth	O
principal	O
meridian	O
,	O
containing	O
about	O
forty	O
acres	O
of	O
land	O
,	O
bounded	O
on	O
the	O
north	O
by	O
the	O
Arkansas	O
river	O
,	O
on	O
the	O
east	O
by	O
the	O
Quapaw	O
Indian	O
line	O
,	O
on	O
the	O
west	O
by	O
the	O
north	O
and	O
south	O
line	O
,	O
between	O
sections	O
two	O
and	O
three	O
in	O
township	O
aforesaid	O
,	O
on	O
the	O
south	O
by	O
the	O
southwardly	O
boundary	O
of	O
the	O
north	O
west	O
fractional	O
quarter	O
of	O
section	O
two	O
.	O
The	O
summons	LEGAL_ACTION
describes	O
the	O
premises	O
to	O
be	O
,	O
That	O
part	O
of	O
the	O
north	O
west	O
fractional	O
quarter	O
of	O
section	O
two	O
,	O
in	O
township	O
one	O
north	O
of	O
the	O
base	O
line	O
,	O
range	O
twelve	O
west	O
of	O
the	O
fifth	O
principal	O
meridian	O
that	O
lies	O
south	O
of	O
the	O
Arkansas	O
river	O
,	O
at	O
a	O
place	O
called	O
Little	O
Rock	O
Bluff	O
,	O
in	O
the	O
county	O
of	O
Pulaski	PERSON
.	O
It	O
is	O
easy	O
to	O
perceive	O
that	O
the	O
summons	LEGAL_ACTION
describes	O
the	O
same	O
fractional	O
quarter	O
section	O
of	O
land	O
that	O
is	O
described	O
in	O
the	O
complaint	LEGAL_ACTION
,	O
and	O
although	O
the	O
description	O
is	O
not	O
made	O
in	O
the	O
same	O
words	O
,	O
yet	O
they	O
are	O
substantially	O
the	O
same	O
.	O
It	O
has	O
been	O
contended	O
that	O
the	O
form	O
of	O
proceeding	O
given	O
by	O
the	O
act	O
of	O
assembly	O
must	O
be	O
literally	O
pursued	O
.	O
By	O
adverting	O
to	O
the	O
adjudications	O
of	O
other	O
courts	O
it	O
will	O
be	O
seen	O
,	O
that	O
a	O
more	O
liberal	O
interpretation	O
has	O
been	O
given	O
to	O
statutes	O
analogous	O
to	O
the	O
present	O
.	O
In	O
the	O
case	O
of	O
Barret	O
v	O
.	O
Chitwood	O
,	O
2	PERSON
Bibb	PERSON
,	O
431	O
,	O
upon	O
a	O
statute	O
in	O
many	O
respects	O
similar	O
to	O
the	O
one	O
under	O
which	O
these	O
proceedings	O
were	O
had	O
,	O
the	O
court	COURT_TYPE
says	O
Where	O
a	O
limited	O
jurisdiction	O
of	O
this	O
sort	O
is	O
given	O
by	O
act	O
of	O
assembly	O
to	O
be	O
exercised	O
in	O
pais	O
,	O
the	O
correct	O
rule	O
appears	O
to	O
be	O
,	O
that	O
as	O
to	O
the	O
extent	O
of	O
jurisdiction	O
the	O
act	O
should	O
be	O
construed	O
strictly	O
,	O
but	O
with	O
respect	O
to	O
the	O
mode	O
of	O
proceeding	O
,	O
a	O
liberality	O
of	O
construction	O
ought	O
to	O
be	O
indulged	O
.	O
Other	O
cases	O
might	O
be	O
cited	O
to	O
show	O
that	O
where	O
a	O
statute	O
prescribes	O
a	O
form	O
of	O
proceeding	O
,	O
a	O
substantial	O
,	O
and	O
not	O
a	O
literal	O
compliance	O
is	O
all	O
that	O
is	O
required	O
.	O
We	O
are	O
therefore	O
of	O
opinion	O
that	O
the	O
summons	LEGAL_ACTION
in	O
this	O
case	O
contains	O
the	O
essential	O
part	O
of	O
the	O
complaint	LEGAL_ACTION
,	O
and	O
that	O
it	O
is	O
sufficient	O
under	O
the	O
act	O
of	O
assembly	O
.	O
The	O
point	O
mainly	O
relied	O
on	O
by	O
the	O
defendants	O
counsel	O
is	O
,	O
that	O
the	O
verdict	LEGAL_ACTION
of	O
the	O
jury	LEGAL_POSITION
was	O
fatally	O
defective	O
,	O
and	O
insuf	O
.	O
ficient	O
for	O
the	O
justices	O
to	O
enter	O
a	O
judgment	LEGAL_ACTION
thereon	O
.	O
It	O
is	O
in	O
the	O
following	O
words	O
The	O
jury	LEGAL_POSITION
upon	O
their	O
oaths	O
do	O
find	O
,	O
that	O
the	O
lands	O
or	O
tenements	O
in	O
the	O
county	O
of	O
Pulaski	PERSON
,	O
bounded	O
and	O
described	O
as	O
in	O
the	O
complaint	LEGAL_ACTION
,	O
upon	O
the	O
first	O
day	O
of	O
January	O
,	O
1820	O
,	O
were	O
in	O
the	O
lawful	O
and	O
rightful	O
possession	O
of	O
said	O
William	PERSON
Russell	PERSON
,	O
and	O
that	O
the	O
said	O
Amos	PERSON
Wheeler	PERSON
and	O
others	O
did	O
,	O
upon	O
the	O
same	O
day	O
,	O
unlawfully	O
with	O
force	O
and	O
strong	O
hand	O
expel	O
and	O
drive	O
out	O
the	O
said	O
William	PERSON
Russell	PERSON
;	O
wherefore	O
the	O
jury	LEGAL_POSITION
find	O
upon	O
their	O
oaths	O
,	O
that	O
the	O
said	O
William	PERSON
Russell	PERSON
ought	O
to	O
have	O
restitution	O
thereof	O
without	O
delay	O
.	O
Several	O
specific	O
objections	O
have	O
been	O
urged	O
against	O
the	O
verdict	LEGAL_ACTION
,	O
which	O
wc	O
will	O
proceed	O
to	O
examine	O
1	PERSON
.	O
It	O
is	O
insisted	O
that	O
the	O
verdict	LEGAL_ACTION
does	O
not	O
pursue	O
the	O
form	O
prescribed	O
by	O
the	O
.	O
statute	O
.	O
This	O
objection	LEGAL_ACTION
,	O
as	O
far	O
as	O
it	O
regards	O
form	O
only	O
,	O
has	O
been	O
sufficiently	O
remarked	O
upon	O
,	O
and	O
no	O
further	O
observations	O
will	O
be	O
added	O
.	O
2	PERSON
.	O
That	O
it	O
does	O
not	O
contain	O
a	O
description	O
of	O
the	O
land	O
in	O
contest	O
.	O
By	O
a	O
reference	O
to	O
the	O
verdict	LEGAL_ACTION
it	O
will	O
be	O
seen	O
,	O
that	O
although	O
it	O
does	O
not	O
itself	O
describe	O
the	O
boundaries	O
,	O
yet	O
it	O
refers	O
to	O
a	O
paper	O
in	O
the	O
case	O
,	O
the	O
complaint	LEGAL_ACTION
,	O
for	O
the	O
boundaries	O
,	O
which	O
renders	O
it	O
as	O
certain	O
and	O
as	O
definite	O
as	O
if	O
those	O
boundaries	O
were	O
again	O
recapitulated	O
in	O
the	O
verdict	LEGAL_ACTION
itself	O
.	O
The	O
maxim	O
of	O
law	O
,	O
Id	O
cerium	O
est	O
quod	O
cerium	O
reddi	O
potest	O
,	O
applies	O
to	O
cases	O
like	O
the	O
present	O
;	O
we	O
are	O
therefore	O
of	O
opinion	O
,	O
that	O
it	O
is	O
not	O
defective	O
on	O
this	O
account	O
,	O
but	O
that	O
it	O
sufficiently	O
describes	O
the	O
land	O
in	O
controversy	O
.	O
3	O
.	O
That	O
it	O
only	O
finds	O
a	O
forcible	O
entry	O
into	O
the	O
premises	O
,	O
and	O
does	O
not	O
find	O
a	O
forcible	O
detainer	O
by	O
the	O
defendants	O
.	O
Upon	O
an	O
examination	O
of	O
the	O
verdict	LEGAL_ACTION
we	O
are	O
clearly	O
of	O
opinion	O
,	O
that	O
it	O
finds	O
a	O
forcible	O
detainer	O
as	O
well	O
as	O
entry	O
.	O
What	O
is	O
the	O
language	O
of	O
the	O
verdict	LEGAL_ACTION
?	O
It	O
is	O
,	O
That	O
the	O
jury	LEGAL_POSITION
find	O
that	O
the	O
defendants	O
did	O
with	O
force	O
and	O
strong	O
hand	O
expel	O
and	O
drive	O
out	O
the	O
plaintiff	O
;	O
wherefore	O
the	O
jury	LEGAL_POSITION
find	O
upon	O
their	O
oaths	O
,	O
that	O
the	O
said	O
William	PERSON
Russell	PERSON
ought	O
to	O
have	O
restitution	O
thereof	O
without	O
delay	O
.	O
What	O
is	O
the	O
conclusion	O
that	O
a	O
mind	O
unshackled	O
by	O
technical	O
rules	O
would	O
draw	O
from	O
the	O
latter	O
clause	O
of	O
the	O
verdict	LEGAL_ACTION
?	O
Is	O
not	O
the	O
inference	O
irresistible	O
,	O
that	O
the	O
jury	LEGAL_POSITION
find	O
a	O
detainer	O
when	O
they	O
say	O
that	O
the	O
plaintiff	O
ought	O
to	O
have	O
restitution	O
without	O
delay	O
?	O
Why	O
should	O
he	O
have	O
restitution	O
,	O
unless	O
he	O
was	O
kept	O
out	O
of	O
possession	O
?	O
Upon	O
any	O
other	O
supposition	O
the	O
language	O
is	O
more	O
than	O
unmeaning	O
;	O
it	O
is	O
absurd	O
.	O
If	O
then	O
the	O
meaning	O
of	O
the	O
jury	LEGAL_POSITION
is	O
clear	O
,	O
and	O
it	O
is	O
their	O
intention	O
to	O
say	O
,	O
as	O
it	O
certainly	O
is	O
,	O
that	O
the	O
defendants	O
detain	O
the	O
premises	O
,	O
although	O
it	O
may	O
not	O
be	O
expressed	O
in	O
technical	O
language	O
,	O
or	O
according	O
to	O
usual	O
forms	O
,	O
yet	O
the	O
court	COURT_TYPE
are	O
bound	O
to	O
work	O
and	O
mould	O
the	O
verdict	LEGAL_ACTION
into	O
form	O
according	O
to	O
the	O
real	O
justice	O
of	O
the	O
case	O
.	O
The	O
rule	O
upon	O
this	O
subject	O
has	O
been	O
long	O
settled	O
,	O
and	O
is	O
supported	O
by	O
a	O
uniform	O
train	O
of	O
authorities	O
.	O
In	O
the	O
case	O
of	O
Worley	O
v	O
.	O
Isbel	O
,	O
1	PERSON
Bibb	PERSON
,	O
251	O
,	O
it	O
is	O
laid	O
down	O
,	O
that	O
though	O
the	O
verdict	LEGAL_ACTION
may	O
not	O
conclude	O
formally	O
or	O
punctually	O
in	O
the	O
words	O
of	O
the	O
issue	O
,	O
yet	O
if	O
the	O
point	O
in	O
issue	O
can	O
be	O
concluded	O
out	O
of	O
the	O
finding	O
,	O
the	O
court	COURT_TYPE
shall	O
work	O
the	O
verdict	LEGAL_ACTION
into	O
form	O
and	O
make	O
it	O
serve	O
.	O
Verdicts	O
are	O
not	O
to	O
be	O
taken	O
strictly	O
like	O
pleadings	O
,	O
but	O
the	O
court	COURT_TYPE
will	O
collect	O
the	O
meaning	O
of	O
the	O
jury	LEGAL_POSITION
,	O
if	O
they	O
give	O
such	O
a	O
verdict	LEGAL_ACTION
as	O
the	O
court	COURT_TYPE
can	O
understand	O
.	O
The	O
same	O
principle	O
will	O
be	O
found	O
decided	O
in	O
the	O
case	O
of	O
Patterson	PERSON
v	O
.	O
The	O
United	O
States	O
,	O
2	PERSON
Wheaton	O
,	O
221	O
.	O
The	O
same	O
doctrine	O
is	O
to	O
be	O
found	O
,	O
only	O
in	O
a	O
stronger	O
point	O
of	O
view	O
,	O
in	O
Crozier	O
v	O
.	O
Gano	O
and	O
wife	O
,	O
1	PERSON
Bibb	PERSON
,	O
257	O
.	O
And	O
to	O
the	O
same	O
effect	O
are	O
cases	O
in	O
2	PERSON
Bibb	PERSON
,	O
427	O
;	O
